,text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack
1447,was this meant to highlight white liberals ironic distaste for being anywhere near nonwhites ? or was it about the horrific white birthrate ?,0.5026305,0.30892655,0.5199214,0.4076711,0.31588414,0.18795027,0.26536256,0.8008277
1448,we need to start enforce our laws . removing illegals and getting control of our visa's .,0.38953075,0.3924289,0.38748157,0.3933833,0.1376457,0.06253641,0.8482075,0.67818093
1449,well  there's nothing more stupid than a white anti-white .,0.8457076,0.6522077,0.895227,0.25676644,0.73205376,0.10034769,0.17485821,0.89255106
1450,well  there's your prob.you ' ve mistaken ordinary white americans for filthy white trash.most can distinguish the difference .,0.7663013,0.70006186,0.8817616,0.29880267,0.65917194,0.18697594,0.24011277,0.9380766
1451,well  white people are all alike  so it should be an easy read .,0.27045983,0.40499032,0.4743268,0.28798684,0.26179737,0.07874958,0.25048056,0.8236132
1452,well if this zoe person is a part of then i'm afraid that creates a problem for me . i do no deal with liberals .,0.19862764,0.07386706,0.20936656,0.299439,0.08471738,0.046317067,0.14918116,0.20947461
1453,were the duggars proposing religious freedom to molest act ? exec order from jindal coming ?,0.34684154,0.10212852,0.22206207,0.2844375,0.103990175,0.055067822,0.16391678,0.30248544
1454,what data ? the race-baiting rants of paranoid white guys ? if you're superior you should have no problem surviving in a mixed world right ?,0.456592,0.3244928,0.5898837,0.27975848,0.24082664,0.0751969,0.12239936,0.8008965
1455,what does this have to do w white supremacy ? id b horribly ashamed of any children that were racist,0.4497033,0.43213835,0.610201,0.31177312,0.29651272,0.1024647,0.18443091,0.74573183
1456,what race is jihad mass murder again ? #savage you are true racist scum of the lowest gutter .,0.8795294,0.79184544,0.93234444,0.3496326,0.783563,0.1829499,0.76986486,0.852143
1457,what will happen when they lose all white money ? they would be living in mudhuts with no white money ! all bs talk cause they need white cash,0.39230084,0.2947299,0.50453204,0.40813452,0.30892372,0.11649753,0.26802558,0.6350989
1458,what you fail to understand is whites are a global minority . our countries are the ones being invaded  we are the ones being replaced . we have nowhere to go once these brown hordes turn our country into a complete dump .,0.54959583,0.5395937,0.7150709,0.40865135,0.5090928,0.18854864,0.3504485,0.8604299
1459,what's good for the white race is what matters ! this event is good for our race regardless of nervous nellies !,0.4458971,0.4837517,0.48604232,0.5069059,0.37298104,0.2579466,0.3227191,0.8008965
1460,when white children not trained to defend against non-white conquering hordes  its really about #whitegenocide,0.52368855,0.5278232,0.57522976,0.39909646,0.50895756,0.21937996,0.32139373,0.8422688
1461,white ' conquest ' of what is now us has corroded natural environment & created most destr,0.39206567,0.13407189,0.2383846,0.2651698,0.15628394,0.10204957,0.18957235,0.4570252
1462,white europeans are a great race and are recognized as being great around the world,0.2752517,0.18415676,0.21142492,0.3093305,0.1556099,0.08206152,0.12962179,0.48761722
1463,white genocide accelerates in england : white british pupils will be outnumbered by 2037 #waronwhites,0.5026305,0.6511792,0.5631403,0.48793754,0.41925237,0.18998703,0.8763936,0.8008965
1464,white identity politics does lift everyone . white race has been greatest good on the planet  race-wise .,0.42750368,0.33025837,0.44206494,0.42527187,0.30685154,0.17488731,0.18651849,0.74400127
1465,white men increasingly less welcome world-wide including our slaughter . stop buying from companies that hate you .,0.6662635,0.5306183,0.5903524,0.28440768,0.24649754,0.07523413,0.80855894,0.8632592
1466,white power brothers,0.34684154,0.11534412,0.16460301,0.23889141,0.1473673,0.10865347,0.12483563,0.41301158
1467,white ppl are already a minority in the world ..,0.38965073,0.23678246,0.30207008,0.3112229,0.16693436,0.101398185,0.14782678,0.66377854
1468,white presidents only .,0.38959074,0.09060987,0.18951699,0.25703982,0.11718947,0.113407284,0.07716871,0.31228942
1469,white south africans trapped like frogs in boiling water anti-white racial violence escalates #swrm #whitegenocide,0.6237118,0.6395449,0.660731,0.42236513,0.56130016,0.18388106,0.5027908,0.87698615
1470,white supremacist society ? where ? whites are the most oppressed group in the us . #noguilt,0.43275943,0.5171324,0.62905484,0.37744737,0.514751,0.17784594,0.42827898,0.8632592
1471,who called u a racist ? let me @ em . u know i'm called a racist everyday.they don't see that i despise his white half also . luv ya my friend,0.54375964,0.43862578,0.6356477,0.52143353,0.42931274,0.22974862,0.23050727,0.7821123
1472,who is behind mass third world immigration in sweden ?,0.16035037,0.024767585,0.043426618,0.20304103,0.02263367,0.039278153,0.038131315,0.10894333
1473,why do you hate white people ?,0.39230084,0.47308764,0.4551039,0.18851921,0.31245923,0.06404172,0.19068632,0.87244827
1474,why haven't you done anything to hillary for supporting blm . you guys are very stupid . hillary doing everything that is against u,0.81344116,0.5182647,0.94089854,0.23829028,0.7263412,0.086481564,0.1257359,0.3158403
1475,why i don't care for the jews :,0.5535644,0.4644531,0.415692,0.3414163,0.3238641,0.1387108,0.4104448,0.8016007
1476,will in the first step to action . but you're right  strong action will be necessary to save europe for the white race .,0.34388447,0.32693547,0.3095196,0.4537428,0.2453861,0.15776059,0.3681246,0.7407245
1477,wont matter  all poc know who mistreated them all these years . once we get majority influence whites will know what its like to be second class citizens,0.39230084,0.31333143,0.29823434,0.34974012,0.16765462,0.082707345,0.41447273,0.69050646
1478,wow you guys put up more posters ! truly a major victory for the white race,0.37360558,0.47880763,0.38838163,0.5133445,0.32916328,0.24484095,0.43820113,0.7577311
1479,ws irony.ur really an idiot porkistop burning hindus christian alive in pakistan,0.89158845,0.8700803,0.95041156,0.32984725,0.84274364,0.1682096,0.85948044,0.9047819
1480,you are the personification of white guilt . you disgust me .,0.83020335,0.68531865,0.8460888,0.5056163,0.61180216,0.30246753,0.27761748,0.87923414
1481,you can't be a jew and on the alt right . the alt right is woke to the jq,0.31629145,0.37777966,0.35303116,0.35392943,0.30688956,0.15526903,0.26743925,0.7303657
1482,you cannot be pro white and still advocate for open borders and flooding white lands with lazy bludgers,0.54375964,0.55721647,0.7860806,0.39783037,0.5025948,0.16416109,0.23718043,0.8422688
1483,you live in kirkland  wa . a white suburb of a white city in a white state . your own parishioners would never live there were it 75 % black  rather than 1.8 % . you decry segregation while living in a town priced so high that you're protected from ever worrying about black neighbors .,0.44670263,0.2179384,0.40668327,0.34394217,0.10541289,0.05794398,0.10135176,0.68682194
1484,youre a very ignorant black person . i guess youll be happy when trump personally call you an n word,0.9017833,0.6923656,0.93548614,0.26622078,0.6200006,0.092296734,0.07168602,0.92455935
1485,zionists want multi cultural europe and jewish only israel : via,0.3609816,0.25957847,0.19203304,0.30624402,0.15385984,0.10573354,0.24190728,0.57057565
1486,zoe why are the muslims not being deported ?,0.44670263,0.22665821,0.24811243,0.22342433,0.14236127,0.055666752,0.15724744,0.6965568
1487,zuckerberg's dream : the anti-white racist social network via the jew behind this rt,0.44805592,0.6658013,0.6758462,0.5290888,0.5095384,0.29898524,0.58805984,0.87301373
1488,"""  """" : """" """" : david duke : the racial murder and rape of white women in america via """" """" """"""",0.5535644,0.28689423,0.21019846,0.48565185,0.18803385,0.8060775,0.5926671,0.42297414
1489,"""  """" : kkk alive and well white brother hood unite ku klux klan """" """" if it aint white it aint right """"""",0.50743616,0.22948414,0.23113468,0.53906053,0.14523275,0.1848196,0.50952363,0.3994574
1490,"""  """" america's sheriffs ... very white sheriffs ... """"""",0.29045674,0.14182091,0.23925985,0.40530992,0.118468545,0.14064889,0.11816276,0.4071227
1491,"""  """" invaders """" """" ? since when are white people indigenous to north america ? """"""",0.4151741,0.40751722,0.5392353,0.44634995,0.29896128,0.15506467,0.26269138,0.8008965
1492,"""  """" preserving white majorities is anti-american """" """" """"""",0.4151741,0.2612826,0.36765787,0.40406233,0.16919738,0.14458781,0.20220603,0.6791222
1493,"""  """" the black / white experiment has failed """" """" #race #politics """"""",0.3411882,0.26313132,0.42419785,0.24130471,0.31051758,0.17998572,0.10496019,0.6651969
1494,"""  """" we must secure the existence of our race and a future for white children """" """" """"""",0.42631236,0.390458,0.38823304,0.3106531,0.31118467,0.15260549,0.21003541,0.69001794
1495,""" #wakeup #america : boko haram leader :  """" kill  kill  kill  kill  kill christians ! """" """" #ccot ##pjnet #jcot """"""",0.8129004,0.8498769,0.6941224,0.28405127,0.69309914,0.10626544,0.98447186,0.92455935
1496,""" all you've done is reaffirm your  """" white elitist  """" """" proclamation . ie is nothing more than a hate group hellbent on promoting white supremacy . """"""",0.52368855,0.36646077,0.660731,0.32822356,0.20862079,0.08140038,0.16690785,0.8630396
1497,""" estonian pm :  """" i don't want blacks in estonia ; this is a white country """" """" via """"""",0.59863794,0.3379271,0.4451609,0.4047973,0.28715605,0.2070372,0.30081323,0.7535335
1498,""" european  """" refugee """" """" crisis worsens #wakeupamerica #whitelivesmatter """"""",0.2298686,0.033083048,0.050182663,0.28914043,0.055004895,0.14510208,0.030745417,0.06439207
1499,""" founded  """" for ourselves and our posterity . """" """" the idiotic idea that being christian means being for open borders is very new and only used to attack and undermine white countries . """"""",0.56268007,0.6196334,0.8776013,0.37042558,0.69309914,0.13044257,0.52215904,0.8422688
1500,""" i think  """" certain people """" """" wanted a berkley in dc  but nobody cared about them . """"""",0.17957193,0.11924827,0.17824368,0.38775933,0.112369604,0.1046683,0.17517224,0.1705551
1501,""" i think white nationalism or pro-white is more clear than  """" alt-right """" """" ... the vagueness of the ar label leads to what we see now """"""",0.34466723,0.2834143,0.50272924,0.39740986,0.20574966,0.13837318,0.23217218,0.7600649
1502,""" instead of  """" hate the rich ! """" """" it's """" """" hate white men ! """" """" """"""",0.7509647,0.5227138,0.6072792,0.3908473,0.37533656,0.14349346,0.30723122,0.8801714
1503,""" no  a group of 20  """" white lives matter """" """" violent bigots found a black man with a white woman and attacked them . """"""",0.5550837,0.10823706,0.13408615,0.4544154,0.0578145,0.2126813,0.29154125,0.14327021
1504,""" question : how's that  """" iran number one sponsor of terrorism """" """" thing working for you  cucks ? via """"""",0.53837943,0.57565266,0.7505459,0.40337563,0.748629,0.6298153,0.37320024,0.6350989
1505,""" rt  """" leftist """" """" hate isn't really about trumphe's only a symbol ; for healthy white identitywar over whether whites are allowed to self advocate """"""",0.40326482,0.24536233,0.49204588,0.33944827,0.20423529,0.13281313,0.17803004,0.7463889
1506,""" rt  """" we have the highest number of illegal aliens in custody in history ... """" """" #mexico #buildthewall #invasion #wpww """"""",0.33600304,0.35638288,0.37529904,0.5076427,0.31282058,0.2525945,0.34308645,0.675336
1507,""" rt : #myjihad iranian jew murdered  investigators tell suspect :  """" if you were involved in killing a jew  you did a good deed ... """"""",0.57027644,0.71125597,0.5664116,0.40307108,0.55979025,0.17812638,0.9062841,0.8660203
1508,""" rt : . stupid screed . jihad terror isn't a race .  """" white """" """" jihadis as evil """"""",0.867151,0.6807282,0.895227,0.4477991,0.8016978,0.26818094,0.35163948,0.9024671
1509,""" rt : eyewitness tells bbc terrorist ran at people with knife shouting  """" this is for allah """" """" . #londonbridge """"""",0.39230084,0.3555558,0.3133268,0.2806531,0.16369203,0.09158044,0.7616124,0.61075723
1510,""" rt a  """" true conservative """" """" believes israel ought to stay jewish  but calls you a """" """" racist """" """" for saying america ought to stay white """"""",0.47246054,0.5223635,0.5746886,0.4945749,0.36167958,0.20214686,0.28594056,0.8422688
1511,""" rt and i will point it out here  when u call white people  """" white supremacist """" """" just cause they disagree with you . it's like me calling you the """" """" n """" """" word . with no proof """"""",0.42315382,0.48776126,0.5541349,0.5465175,0.31722704,0.2079886,0.44917208,0.8422688
1512,""" rt for whatever reason  the  """" race in your face """" """" left is rabid ant-white . the white libs are the worst . explain that . professors / media / $ oros ? """"""",0.57027644,0.444271,0.7144576,0.3930696,0.29006028,0.14169534,0.24811351,0.86189675
1513,""" rt must read :  """" illegal alien """" """" : the proper terminology """"""",0.19535941,0.21352006,0.35212338,0.44471425,0.1756754,0.24226356,0.27356932,0.42725438
1514,""" rt the life of the prophet is valid as a law for every muslim  how many thousands of innocents did he slaughtered during his  """" holy """" """" life ? """"""",0.38965073,0.58853555,0.5124274,0.40025103,0.30715123,0.19311832,0.83679724,0.80827194
1515,""" rt uk convert to #islam  """" i can't love my mum because she's not muslim """" """" #islamophobia #tcot #antimuslim """"""",0.529921,0.5222121,0.5701012,0.408043,0.42404875,0.1632403,0.33274734,0.8008965
1516,""" rt will #whitepeople now sit back and  """" let donald do it """" """" instead of being inspired by the changing political climate ? """"""",0.26132804,0.081962995,0.17732996,0.38067263,0.09094354,0.1621178,0.088636346,0.3054291
1517,""" rubio supporters voted cruz & the  """" trump hates israel """" """" quotient was like ron paul years . ron paul deserves blame ; stayed home """"""",0.4254099,0.33041152,0.63858163,0.38179216,0.29306856,0.10290123,0.17581123,0.73897105
1518,""" says the guy following around a bunch of other white dudes screaming  """" muh race ! """" """" this is not """"""",0.42234805,0.35078633,0.5057386,0.37809077,0.3083326,0.19231202,0.15622379,0.74349827
1519,""" species isn't just the  """" white people """" """" . you mean """" """" race """" """" right ? idiocy . """"""",0.74195385,0.54353607,0.895227,0.24780644,0.783563,0.09518351,0.06838503,0.86258864
1520,""" the queen mom couldn't & didn't fathom there could ever come into being such an entity as a  """" black hitler """" """" . """"""",0.49688783,0.45752862,0.6387861,0.45135808,0.28832734,0.30533463,0.13589962,0.7819249
1521,""" the typical  """" hate the sinner  love to hate """" """" mentality of the anti-gay religious right ... """"""",0.5550837,0.47153884,0.7365032,0.19617938,0.31196094,0.15300335,0.119188175,0.92760885
1522,""" the word  """" racist """" """" is a virus for the white mind . we found the antidote . it is referred to as the truth . """"""",0.4151741,0.2454289,0.4544921,0.37555462,0.20370117,0.0967964,0.10751325,0.6828941
1523,""" we also know that intelligence is mostly hereditary and the rest is environmental . but bad environments are sure to be provided to children by stupid parents . that's partly what we mean when we say  """" invite the 3rd world  become the 3rd world """" """" . """"""",0.46457416,0.31712127,0.8475885,0.28508493,0.4369433,0.04686037,0.22763743,0.36079556
1524,""" went to nordstrom yesterday and they had a big rainbow banner with the word  """" pride """" """" on the door but we both know the rainbow = whitegenocide """"""",0.41523102,0.31332606,0.48350635,0.49165878,0.39253867,0.29719257,0.18346514,0.5846037
1525,#algorithm white power !,0.3123962,0.24533051,0.30660138,0.27610314,0.28702915,0.16962774,0.1985618,0.576221
1526,#bible = do not kill ( fullstop ) . #islam = do not kill the #unjustly ( ? ),0.39230084,0.3460887,0.2826101,0.25176498,0.25428644,0.07911758,0.7607593,0.6350989
1527,#bodypartsmatter to us but not to obama blessing planned parenthood & defends muslims - illegals who kill kill every minute,0.7969615,0.6789429,0.5379791,0.4891411,0.31911013,0.14128767,0.91432226,0.8008965
1528,#dummycrats new white supremecist ... #toostupid,0.8763571,0.601223,0.8357393,0.47217277,0.54234225,0.17741708,0.23405018,0.8238603
1529,#feelthebern sanders supporters . you're a white male - your views don't count . wall street + sjw rhetoric = new left,0.4396069,0.3742095,0.660731,0.26721597,0.2483506,0.09562834,0.11137298,0.8422688
1530,' acting white ' remains a barrier for black education,0.44509158,0.39436665,0.5229199,0.26502204,0.32273683,0.10292756,0.18725903,0.74902076
1531,- mosloms call us racist  i am starting to think they should be classified that way  as a race  not a religion .,0.452012,0.3241871,0.43981722,0.22482498,0.24002373,0.07291316,0.18292683,0.7283779
1532,... emotional condemnations of women  gays  jews  nonwhites  and any other people incapable of creating civilization .,0.57816684,0.75587267,0.8171955,0.49108657,0.60787594,0.5271916,0.31426397,0.93319696
1533,2018 : im white 2019 : im white and im not apologizing 2020 : we are white and not sorry,0.39108577,0.01051983,0.016653689,0.27919102,0.014830493,0.09927099,0.01684347,0.021664131
1534,211000 invaders arrive in germany in 2016,0.1894391,0.24912712,0.2419807,0.36931002,0.23043035,0.16744174,0.37895358,0.44586116
1535,33 % mps have criminal records  82 % are myjihad islam muslims #arvindjailed leaving for delhi,0.34388447,0.47452787,0.4562645,0.4558339,0.32981092,0.16366696,0.5387533,0.77945036
1536,50 shot in chicago over the weekend including a 81 year old grandma . this demokkkrat war zone needs the national guard there now !,0.22510603,0.21434572,0.20708284,0.46781477,0.10793194,0.043690108,0.72691864,0.15650587
1537,9 year old white boy commits suicide after being tormented for months by racist arabs przez,0.44805592,0.6011471,0.63738,0.39399967,0.4212269,0.17240201,0.76111853,0.8422688
1538,: accused carjacker to witness : i only rob white people,0.5958905,0.46277586,0.47374365,0.4166606,0.339745,0.24623391,0.5555061,0.75210583
1539,: i have seen immense hate coming from a lot of the lgbt community . let's please designate these people,0.32044756,0.25306335,0.43738425,0.29167646,0.20002976,0.1603053,0.40409276,0.68091494
1540,: irs outreach tries to get illegal immigrants to file #afire #teaparty #p2,0.2088965,0.3316621,0.3475685,0.39114493,0.33598745,0.19984278,0.37373498,0.6129345
1541,: moderate islam is like being almost pregnant .,0.2936093,0.07309791,0.11492461,0.26739445,0.084740855,0.07303839,0.05228819,0.35914695
1542,: rankin and madison counties are the recipients of white flight from hinds county .. they are the place,0.19239926,0.07877156,0.12290936,0.5142072,0.16394591,0.40647572,0.12510116,0.1977149
1543,: the extermination of the white race : the facts about britain and non-white immigration,0.45811868,0.65488607,0.4856151,0.5279955,0.43754557,0.28411397,0.8576919,0.8707726
1544,: what is good for the white race is the ultimate good .,0.42750368,0.5127642,0.40525648,0.38874775,0.35263106,0.2191562,0.4654252,0.79665405
1545,> white people don't exist > white people stole all our sheeitchoose only one .,0.6430099,0.6843156,0.73832923,0.3416883,0.53668344,0.13424793,0.5853738,0.937662
1546,a hindu in america with a job is a white man without a job . you see what i'm getting at ? as a white man that bothers me,0.44428605,0.303854,0.4481338,0.48737946,0.22984114,0.19064309,0.24570194,0.7539653
1547,america hates you kkkliven bundy gun humpers :) keep making the wrinkly white wing of gop trailer trash whiter & wrinklier,0.8269591,0.68401617,0.8728294,0.2993302,0.5525131,0.19343229,0.49578297,0.8422688
1548,america won't . muslim who hate's christian's in the white house . he won't fight in arab land  we will have to fight at home .,0.5750231,0.34174728,0.4346776,0.34825757,0.20485696,0.07559329,0.37945363,0.78420717
1549,and in the process inciting anti-white violence - splc is an anti-white hate group,0.4945446,0.5171108,0.6356477,0.4475969,0.432413,0.33371118,0.3462679,0.8422688
1550,and they don't restrict the raping to their own women  no no . they rape thousands of white girls every year . white men rape < 10 black women .,0.6662635,0.7038167,0.66763383,0.63677955,0.6537125,0.931743,0.7784661,0.90438026
1551,and white people do not need black people for anything at all you need us we don't need you,0.650189,0.5719117,0.63324666,0.20992011,0.33163586,0.07414764,0.26970473,0.88035655
1552,anti-racist activist raped by non-white illegal immigrant after anti-racism festival | read more : via,0.57027644,0.56467676,0.6356477,0.44617203,0.49223194,0.8475292,0.49914035,0.8476561
1553,anti-racist activist raped by non-white illegal immigrant after attending anti-racism festival | read more :,0.57027644,0.5728158,0.6438099,0.4826293,0.4682121,0.8478105,0.5097254,0.8422688
1554,antifa & other commies will be there  of course . if cops standdown like #charlottesville  mi,0.13745339,0.17012398,0.2601835,0.35172725,0.1538464,0.072768055,0.38095057,0.3096567
1555,antifa are isis without the bomb vests,0.3905958,0.25642413,0.14980228,0.27368963,0.17243358,0.07759886,0.7067998,0.3667664
1556,anyone who doesnt agree with liberal agenda is racist . so i guess your a racist  you dont agree with me . #noamnesty,0.42465788,0.37229025,0.767243,0.25290748,0.34156758,0.092040844,0.09481034,0.6350989
1557,are all the people in your little party just a bunch of white trash icp fans ?,0.7969615,0.6664372,0.895227,0.21185254,0.5090447,0.08929063,0.11783917,0.92455935
1558,are u denying the average black iq around the planet is 85 ? btw are u black ?,0.6611312,0.33315822,0.47427082,0.33646935,0.26197562,0.1458166,0.111790776,0.78535724
1559,are women incapable of taking care of their own bodies ?,0.38261065,0.24732867,0.48200428,0.44625795,0.19306913,0.23897511,0.23547289,0.5751938
1560,as white america is perpetually under assault  the numbers may change .,0.36553472,0.08747075,0.2039112,0.2486136,0.06344916,0.10911758,0.2795382,0.3983287
1561,bangladesh : muslims attack hare krishna temple  assault devotees #islam #islamophobia #tcot,0.37954164,0.5266563,0.47962746,0.36988777,0.32626325,0.13618056,0.7063755,0.80288
1562,beautiful white nationalism .,0.36805952,0.28987524,0.23671067,0.84875846,0.22202967,0.13334368,0.27813473,0.59843624
1563,because christ is an existential threat to their traditions of men .,0.3897107,0.4318763,0.5626001,0.2677128,0.34699458,0.13492106,0.5367854,0.7453536
1564,black leaders advocating genocide of white devils ; dhs official booted for advocating white genocide,0.5958905,0.6853876,0.7053962,0.40039748,0.59262127,0.15488581,0.7727089,0.8722326
1565,black people fracture the skull of a white guy .. via,0.7212062,0.6016299,0.60787433,0.31037694,0.33038276,0.15820841,0.60559857,0.86288244
1566,blood joining . sort of like america if you think about it . most lodges are white  intentionally white,0.31682462,0.310493,0.36207527,0.43257996,0.22544113,0.15890738,0.52374953,0.6576105
1567,britain sees race war brewing between non-white invaders via,0.38874862,0.3743687,0.40457803,0.3680223,0.31311852,0.1553937,0.64448446,0.73114586
1568,but an ethnically mexican judge carrying out a tribal agenda in the national council of la raza is true conservatism,0.19936113,0.24216259,0.35221723,0.42076463,0.27293777,0.14021353,0.24607682,0.4907545
1569,but white people wont be rioting . just saying .,0.4151741,0.47484273,0.5595606,0.31056672,0.31167433,0.14798634,0.4026425,0.8422688
1570,but you keep the jew as whites to help bolster your per capita numbers ... not once have you complained about jews being listed white,0.42315382,0.3702448,0.42466605,0.38672072,0.24899355,0.14235821,0.23948249,0.8008965
1571,but your senators  paid by israel and wall street  prefer to harm the christian people rather than defe,0.4489545,0.61432016,0.5499141,0.3559897,0.2742315,0.14390734,0.7849949,0.87698615
1572,ca is the worst state in infrastructure spending  yet pushes to spend $ $ $ on services for illegal immigrants . #immigration,0.35756677,0.17437446,0.40683496,0.32022223,0.14719789,0.086536236,0.046472255,0.55297726
1573,calm down you quivering enthnomasochist . some people love being white .,0.3983115,0.3014362,0.3589705,0.5947765,0.2508377,0.28442085,0.2861946,0.7029559
1574,chin up . we'll all soon be compelled to accept everybody is a racist ( the right thing ) when gene editing / life extension science is commercialized + competition for white / asian dna makes it irrefutably clear the negroid dna has no commercial value : ~ 100 yr extinction event,0.45120096,0.56840694,0.6901938,0.45705232,0.5635406,0.15861352,0.6418071,0.8048154
1575,christian are worshipping a god that commanded people to kill gay and apostate ! !,0.8546526,0.7940611,0.7694753,0.34053424,0.5671969,0.3955318,0.91432226,0.9426305
1576,cuckservatives are just as bad as antifa terrorists .,0.6769488,0.5486094,0.7492711,0.30180708,0.6972191,0.42342603,0.27733955,0.65265846
1577,cut immigration by at least 75 % ! raise does not do enough !,0.13476147,0.1381151,0.13259657,0.31204236,0.05868636,0.042240016,0.4583202,0.21909599
1578,democrats must brown america to enable electoral domination as white americans grow conservative building family & career .,0.37360558,0.089687124,0.19850005,0.37265265,0.045313187,0.037840076,0.12056916,0.40758538
1579,did you know 98 % of farmers in america are white ? if it wasn't for white people  you wouldn't even be on twitter right now .,0.35870504,0.25435543,0.3536755,0.25235674,0.19926567,0.08691214,0.12725486,0.7752006
1580,do they never condone the actions jihads do based on quran i just don't get it,0.20963,0.13187158,0.13222973,0.29839697,0.14204226,0.12475382,0.23113441,0.43520936
1581,doesn't having white friends usually clear blacks of hate crime charges ?,0.452012,0.30316412,0.469325,0.3018343,0.31451717,0.13268605,0.20167059,0.8531438
1582,don't quit tex ! we are all gonna get swole and save the white race together,0.35756677,0.35895088,0.32127753,0.4603702,0.31469372,0.24528365,0.49219596,0.74358135
1583,eating beef regularly and torturing innocent hindus  looting deir property has made these ppl demonic in nature,0.58919406,0.65149367,0.6208476,0.49337706,0.47131208,0.3000541,0.8598674,0.78146094
1584,every india lover must boycott these pigs movies,0.6710289,0.6784128,0.7714347,0.46099752,0.5817266,0.27400243,0.7377398,0.78882957
1585,excellent . we need our own adl yo track anti-white hate . then an aipac to pool funds to give to smaller orgs for white scholarships etc .,0.42234805,0.29730633,0.4423227,0.4009114,0.19076407,0.13657923,0.34848437,0.7455364
1586,fact : 90 % of all interracial crime in usa is black on white | read more : via,0.49309984,0.23684831,0.29435903,0.2778033,0.16679825,0.074102536,0.35910028,0.7224013
1587,fixation of jewish ppl as cause is just like when sjw blame white race 4 all harm,0.45045215,0.76380336,0.70199466,0.476346,0.61984575,0.21172461,0.7602841,0.9263768
1588,former black ou football player pimps his former white ou cheerleader girlfriend for $ 200 via,0.456592,0.05129534,0.11906813,0.2374977,0.08536232,0.22651614,0.017602965,0.043195356
1589,from its ashes a white centric nationalist party is born,0.29855597,0.19135363,0.1895972,0.30752724,0.15762398,0.15376197,0.4603514,0.4158962
1590,germany : 1.2 % of non-white invaders working #swrm via,0.3552902,0.30176285,0.4322634,0.3493882,0.312009,0.15296906,0.27261847,0.6846026
1591,get rid of statues of white people,0.6430099,0.7416759,0.59966457,0.22033945,0.39961568,0.10434986,0.88628584,0.9356487
1592,get the white man #liberalismin4words,0.35642847,0.42977613,0.40105087,0.40427026,0.31025037,0.27019525,0.5026131,0.8008965
1593,great tweet  lol rt : what disgusting anti-white trash . #wakeup #whitepeople #wpww,0.83020335,0.6587737,0.8455145,0.41432515,0.60724777,0.17857195,0.34490746,0.92455935
1594,guns are a white invention . we used them to conquer . third position is good . i'm not conservative . i'm reactionary white nationalist .,0.3905958,0.33758318,0.3266959,0.39023784,0.22588125,0.12007914,0.661881,0.7119583
1595,hamas / pali lover = what do those muslims want ? to kill jews..honor/give $ $ to fams = jew killers ! #dontbuythelies,0.8546526,0.80814576,0.734651,0.4972,0.6485866,0.21860686,0.91432226,0.9352267
1596,has anyone ever legitimately debunked jared taylor ? #altright #whitepeople,0.2712817,0.1725716,0.29934728,0.23928003,0.16460948,0.12274617,0.114001445,0.65851694
1597,have you ever seen a race with no competitors ? black / white are invalid colours of stigmas & power .,0.36667302,0.068566225,0.16967991,0.2038386,0.07181584,0.036723256,0.030954158,0.48006412
1598,he's probably crazy because the dems stuck him in an inner city with no hope while we pay illegals and refuges 25k plus benefits to be here,0.3552902,0.2585273,0.5855975,0.44101846,0.18957092,0.10394741,0.32886487,0.4051021
1599,here you are lying in your profile saying #blm is causing racial divide while i thought it was 500 + years of racism white suprmacy,0.4151741,0.26908848,0.50085026,0.24703644,0.3135807,0.13793379,0.09489615,0.6886235
1600,history shows us that non-white marxists have no problem attacking or murdering white childrensee : haiti  bolsheviks  south africa ...,0.5810591,0.61272997,0.6356477,0.357234,0.41027832,0.17242594,0.8677315,0.87809736
1601,how he rolls  overt racist,0.35870504,0.28586462,0.42908767,0.21277326,0.22385374,0.05585662,0.09861603,0.58523935
1602,how many of those are white liberals vs ( ( ( white ) ) ) liberals ? case in point : florida .,0.29261994,0.3354525,0.45919043,0.38442376,0.27457976,0.15484387,0.26532033,0.8008965
1603,hunt for white women : black racist serial killer confesses to 41 murders | read more : via,0.529921,0.68186027,0.7016403,0.44617683,0.3561143,0.22092335,0.77689946,0.90427893
1604,i agree with everything . black people are more racist than white people . sorry but is the truth .. thank you for your truth .,0.6777893,0.36181024,0.564729,0.26604912,0.18315764,0.05249997,0.05185919,0.8017357
1605,i believe you mean stand with * white * sheriffs  you racist little rodents . #getbackinyourbasket,0.59863794,0.6730026,0.8033242,0.40314606,0.61968,0.30146226,0.34480223,0.86295325
1606,i definitely am proud of being a white man and a brother in the superior aryan race .,0.42390585,0.22912917,0.27862552,0.31250495,0.21021666,0.1534588,0.1261894,0.58523935
1607,i don't want to move anywhere . i want to keep britain and america white .,0.355017,0.39379826,0.33574492,0.47813156,0.21874893,0.15125194,0.5184061,0.74526775
1608,i dont care .. i care about my people .. i want total separation with other races .. total apathy  is my policy .. i know its so wayciss  right ?,0.3897107,0.21957532,0.2137349,0.3520534,0.1857084,0.12812223,0.23323932,0.48046288
1609,i feel like people don't take me seriously when i say i wanna beat an antifa with another antifa but i'm serious,0.26589394,0.548232,0.29235148,0.26223782,0.23852235,0.096303225,0.9533248,0.40080985
1610,i'm so glad #ferguson happened . you woke the world up to how much black people hate white people .,0.6662635,0.6838446,0.660731,0.27798966,0.5089765,0.11222017,0.35448486,0.9430493
