text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack,,,,
Do you like it up the shitter tan boy?,0.59863794,0.62882024,0.7850204,0.434388,0.9066618,0.27600056,0.19928315,0.39240113,,,,
Yeah labeled as propaganda in an attempt to #sheeple the #muslims,0.42092466,0.4334362,0.48566142,0.35538894,0.33745006,0.1613551,0.29774076,0.8008965,,,,
The experience of going to the holohoax amusement park. ,0.09655894,0.03726032,0.10086019,0.25796077,0.052856263,0.039895613,0.11091194,0.098394066,,,,
Rotten Tomatoes will block anyone who tries to sabotage #BlackPanther fan score: ‘We do not condone hate speech�?,0.2752517,0.1818705,0.34164837,0.31278083,0.15495786,0.079042435,0.17882115,0.4092105,,,,
It's hangman time for these cockroaches...,0.39421332,0.27612808,0.80613285,0.22990596,0.4196335,0.04152723,0.15317073,0.2771576,,,,
"""Jew York Times warning about the evils of China's surveillance state. Of course, government spying is only bad when it's Muslims or Jews who are the target. Government spying is fine when White Gentiles are the target. 😏 """,0.4458971,0.3611661,0.46008044,0.49495077,0.3086158,0.17572056,0.31825206,0.7956561,,,,
"""I can tell you that between the possibility of having eye surgery after a blinding round of two step and the impossibility of having children that aren't claimed by the nation that murdered Jesus Christ, my interest in a """"Jewess"""" is the number that you can't divide by.""",0.3552902,0.2743797,0.2916415,0.29312766,0.21635549,0.13804527,0.40545118,0.6391972,,,,
IF YOU TRUST A MUSLIM  YOU ARE A FOOL,0.9358428,0.89362836,0.9620253,0.2911421,0.8052676,0.16890325,0.39471835,0.92455935,,,,
And this is the type of voter who we are pitted against in elections...,0.03736641,0.02607418,0.04469799,0.32976988,0.024216464,0.026597427,0.10571788,0.06456298,,,,
Note to mø'slums: ,0.16620636,0.1294821,0.27817678,0.32244146,0.19973677,0.13405567,0.2381438,0.19363804,,,,
"""The only thing non-islamic about islamic terrorism is the technology used... islam froze 1500 years ago - Mohammed was considered perfect, what need to change? https://www.rt.com/uk/417704-islamist-terrorism-hill-stop/""",0.34388447,0.28721818,0.34015468,0.4126415,0.14153197,0.07450803,0.32586193,0.71001405,,,,
I wouldn't be too surprised if Luke started interrogating random white kids in a chemotherapy ward.,0.33341047,0.2593233,0.3968671,0.3520995,0.15908869,0.10177668,0.2798599,0.6647362,,,,
"""This day in white history month..... let's celebrate the life of Mark Twain and all the things he brought to life with his pen...... February is white history month, and you don't need the government's permission to celebrate.""",0.22985287,0.0703788,0.15630522,0.36964175,0.05076295,0.09189417,0.20172884,0.23349814,,,,
They ran this commercial during the superbowl and some of you weaklings are still worried about being called a white supremacist fuck lol ,0.8393344,0.7639762,0.87089753,0.33750772,0.92678523,0.57182425,0.21008453,0.8746124,,,,
"""who is ona? never heard of them. i cant imagine any healthy nazi movement being infiltrated by drug addicted sodomites who cut themselves, sacrifice animals and suck dick. any group infiltrated by that has to reevaluate wtf they are doing in life. i mean, im not the purity spiraling type but damn lol""",0.81344116,0.8732864,0.88075686,0.7247385,0.939193,0.95022625,0.7664604,0.92215836,,,,
Tommys book busts the myth that islam is a religion of peace,0.15976663,0.18545522,0.17165007,0.2132151,0.13113348,0.06467804,0.08699155,0.6130582,,,,
"""Hear, hear brother! Keep an eye on the XYZ front too mate. Since the breakdown of free speech on the site, shabbos goys are applauding the decision based on """"muh anti-Semitism""""...""",0.34388447,0.32107368,0.45325166,0.5418841,0.32008317,0.17061703,0.35362598,0.5863537,,,,
"""Her boyfriend, Pinocchio, keeps lying n she loves him for it.""",0.23540631,0.2889662,0.75196075,0.54511946,0.23037587,0.20840523,0.111004874,0.2610291,,,,
"""The great American Tradition of blacks burning down and destroying our cities in """"celebration"""" of a meaningless sports victory.""",0.5035055,0.49589872,0.5043284,0.44274563,0.22997227,0.10560453,0.7275177,0.7647725,,,,
McCain completely out of the closet,0.37083253,0.28606394,0.42568815,0.29715556,0.2509958,0.20696789,0.35369512,0.531786,,,,
"""tHE TIMES THEY ARE A CHANGIN, winning!! """,0.18549223,0.08599654,0.17499073,0.32855362,0.086320676,0.0570623,0.09258494,0.075007,,,,
I understand white people use to do this as well.  ,0.30788645,0.2553653,0.24951103,0.2620753,0.20707576,0.10733914,0.22430374,0.62435955,,,,
"""The 2011 Census revealed in Blackburn that """"...31% of people living in the area were of an ethnic minority background..."""". """,0.07850813,0.001228473,0.001090696,0.3282562,0.001004425,0.029775534,0.003217642,0.00057572,,,,
@PoliticsGhost #ghost ,0.19338597,0.046544936,0.07009595,0.19667317,0.10209781,0.06469944,0.08982206,0.08304829,,,,
You forgot Africa.. ,0.077709,0.058822434,0.090518564,0.1984517,0.05109555,0.04076822,0.04619547,0.24115479,,,,
Next: To give negative ratings to jewish movies will be declared anti-semite,0.36944604,0.36375406,0.36228797,0.4464382,0.30333441,0.16192351,0.49455112,0.69382113,,,,
"""The moment when you realize that """"multiculturalism"""" is the exact opposite of what they told you it was.""",0.11472086,0.07888071,0.16451499,0.28727037,0.04397785,0.029905058,0.071056455,0.30034092,,,,
Not what you'd expect .,0.019019997,0.029231425,0.08142608,0.2026177,0.038989846,0.03863186,0.07247076,0.048034538,,,,
"""this is standard jew behaviour, and people are falling for it, if we're to succeed everyone needs to be fully aware of these tactics and not fall for them""",0.29163063,0.20218997,0.22337866,0.32859334,0.18387678,0.08502474,0.20900975,0.58451486,,,,
Bill Still - - MUST WATCH ,0.03444787,0.06365051,0.13398042,0.3034502,0.097955994,0.095702164,0.1305326,0.06854507,,,,
"""Go to google image, do a search for Marine graduating classes. Why are the Marines, all white and hispanic. Why are Negroes who are 15 % of the USA population only 2/100 marines. Jews are not the only people that don't fight in wars in this Country. Heck we have more Lesbians now than Negroes in the Marines. The American Negro we could afford when they were only 5 %.""",0.5750231,0.66156363,0.70199466,0.4135535,0.65722746,0.33676007,0.4717751,0.89301884,,,,
We have all been lied to. On both sides. Who benefitted?,0.13146462,0.017549535,0.08788381,0.19330944,0.013299202,0.014642686,0.04141555,0.027766626,,,,
"""Daaaaam son, never expected that to be done. """,0.10699297,0.03569193,0.12567793,0.18290032,0.022766853,0.018448744,0.076119095,0.05413111,,,,
Typical Libtardian Logic. The dead robber's mother thinks only cops and robbers should have guns!?! ,0.44750816,0.2725504,0.660731,0.35908118,0.12258463,0.061107352,0.54316354,0.29419452,,,,
"""Buba offered to then-Attorney General Lynch the Supreme Court seat of murdered Antonin Scalia, in exchange for Lynch making sure the FBI investigation into former Secretary Hillary Clinton’s email server be stopped,  """,0.1008549,0.0909748,0.17219432,0.30204672,0.07445062,0.032496866,0.5161391,0.09072789,,,,
I think Democrats will take Trumps 1.8 offer then cuck us on the wall and legalize all 11 million in 2020. ,0.2712817,0.46559942,0.57137454,0.37466967,0.65643376,0.68371606,0.30521095,0.32579973,,,,
"""We wouldn't want any Ruskies sneaking into vulnerable voting booths and subverting our democracy now, would we?""",0.20302857,0.018820584,0.047863368,0.29112145,0.020993164,0.032072667,0.07196977,0.044491414,,,,
"""How about someone digitally changing these images (whitening, Europeanising), then hack the BBC & overlay them for us. At least just give us the right colour!.""",0.13082063,0.07088476,0.09226093,0.5201449,0.055073153,0.11184149,0.2543375,0.15927558,,,,
Are you still talking about South Africa or the Liberals in the US doing the same?,0.039254878,0.021725334,0.050470464,0.20666109,0.018068593,0.025538059,0.028475963,0.11610076,,,,
"""The first sign of a dictatorship is when all mainstream media reports in exactly the same way on key issues. That's what we are seeing in Britain now whether it's about Brexit, Trump, Russia or pretty much everything else. Cover-up of domestic corruption is well coordinated in the UK media as well.""",0.1019289,0.04832053,0.22760904,0.48813576,0.04126649,0.02241809,0.07961381,0.12628572,,,,
"""On nite DT stood in front of Vets & said """"Yea,Yea, he was born in Hawaii"""", I sent DT a video of Obama talking to crowd """"Born in KENYA"""", 'If America wasn't so easy to decieve, I couldn't be President'. """,0.10956893,0.073914535,0.14988181,0.40946203,0.08833498,0.07500412,0.10786584,0.20174265,,,,
"""She could get a, part in the walking dead, no make up required""",0.2712817,0.32690346,0.33515558,0.37866062,0.245027,0.15065962,0.7614387,0.1673512,,,,
they suck up jewish propaganda as if it were cocaine.,0.61826205,0.76744384,0.80586445,0.5025152,0.805488,0.7407407,0.6289728,0.92536217,,,,
And our government knows what they are doing.yea.have let in our worst enemy in the country. War is at our back door.,0.15743166,0.05755631,0.17711432,0.33539265,0.050704297,0.050039463,0.28519294,0.11270008,,,,
Why has #Qanon never trended? Haven't seen the #memo trend either. ,0.02193547,0.011664948,0.021848481,0.206679,0.019227294,0.018781636,0.037467495,0.02200834,,,,
Cheddar man was a cannibal. He might have been a feral negro captured as a slave.,0.62792164,0.7638555,0.88075686,0.3512868,0.75335574,0.22080351,0.31710657,0.9352267,,,,
The Clinton Crime Family �?Part 1 ,0.24418297,0.17482579,0.2743202,0.34948367,0.17449988,0.14176176,0.38100114,0.19854093,,,,
"""""""Five more years before whites lose a majority"""" - would only happen if the proposals take effect in 2027 and border enforcement actually happens, which it won't. Just look at all of the amnesties and immigration bills of the past. There is no teeth. So you'd give amnesty to a large number of people and set another bad precedent. We'd gain little or nothing.""",0.22978203,0.09568308,0.25843775,0.48205167,0.060922764,0.05763155,0.116318025,0.41742602,,,,
"""Becasue unlike your Pathetic welfare hogging unemployed ass, I have a useful degree, work, and pay taxes.""",0.77806646,0.7856658,0.9481788,0.45427048,0.8868394,0.92006356,0.30648515,0.25992268,,,,
Someone was suggesting the negroes in this movie are like the right ?,0.5535644,0.5179134,0.6497072,0.47373605,0.6212508,0.24706729,0.32546312,0.8760917,,,,
"""Why not, Catholics created Islam?""",0.22982925,0.10836806,0.14957221,0.18571219,0.06416918,0.049856767,0.07080999,0.5443561,,,,
QAnon Exposes The Clinton Lynch Tarmac Meeting https://youtu.be/304RvtYWukM via @YouTube,0.036851373,0.12907119,0.20686401,0.4587131,0.16853166,0.15442906,0.37814564,0.13558833,,,,
"""If the problem is """"toxic masculinity,"""" why is Europe frantically scarfing up as many toxic males as possible from other countries? """,0.355017,0.13151956,0.43114436,0.18704875,0.17551728,0.14272846,0.06841384,0.5012502,,,,
Nope. You don't get to play that card.,0.0253489,0.01199228,0.0438825,0.21448074,0.012442637,0.011532243,0.02213836,0.01453229,,,,
"""they say the alien nigger is about 10,000 years old. that does fit the timeframe for the aryan migration. mebbe they found the alien niggers and wiped them out. but could be slave too.""",0.6430099,0.7266012,0.7868335,0.47543883,0.71677023,0.22884074,0.82050455,0.92215836,,,,
Fun Fact: only 4% of illegals work in agriculture ,0.09709594,0.11185364,0.17028813,0.41053534,0.08851903,0.19553237,0.22309284,0.31467104,,,,
When a shitskin day walker gets blasted by a white man,0.7569718,0.76394427,0.8371823,0.47622427,0.8794899,0.3127593,0.5476547,0.92455935,,,,
"""I'd read only books by women, but I don't think a literary diet consisting of romance/rape novels, flawed sociology texts and makeup articles is healthy.""",0.19716066,0.13508333,0.1570054,0.36311936,0.18704523,0.68371606,0.29207096,0.38002363,,,,
"""Thomas Mix posts his outrageous hate filled violent inciting screed and I use his tweets an example of leftists hate and lunacy, he then claims he is the victim by saying I’m “stalking�?or “harassing�?him. Yet he is the one who is posting the death wishes and incitements to violence.  #VeroBeachCrybully""",0.3897707,0.30510888,0.660731,0.369253,0.11452862,0.056880448,0.53513277,0.40131024,,,,
"""My people didn't create Communism, nor did the Muslims...(((yours))) did """,0.29558796,0.31959084,0.36549357,0.3195811,0.21041809,0.124983296,0.20547433,0.7453886,,,,
"""You are absolutely right; he is a liberal mouthpiece, and not a very good one at that. (You'd think a drama teacher could string a few words together into a coherent sentence!) His chief advisor, Gerald Butts, is really the PM. And he is just as arrogant an ass! Check out this brilliant piece of politi-speak. The Prime Minister's Office calling anyone who called JT on his absurdity, you guessed it, a nazi!""",0.5835036,0.6919776,0.895227,0.49703795,0.74977994,0.7407407,0.2154421,0.51142406,,,,
When the internet no longer brownnoses you because of your smug British accent.. ,0.39230084,0.3330339,0.6356477,0.39362937,0.27710024,0.17345625,0.12067686,0.620097,,,,
"""Hitler was a pragmatist willing to work with based jews, see the Nuremberg laws, and with faggots to an extent.""",0.5818954,0.8046911,0.8720617,0.35730436,0.88070714,0.4158668,0.3710832,0.9368005,,,,
"""Yes, I'm in North Florida- both Rubio & Nelson have to go!  We need some #MAGA representation!  #MAGA #Q #Qanon""",0.03839648,0.034362037,0.0814,0.31586528,0.05696235,0.03897137,0.07226978,0.06194922,,,,
>be random thot ,0.2712817,0.32877487,0.35903245,0.53041184,0.4546162,0.47366768,0.4454319,0.39366797,,,,
Does Bette Midler advocate violence against children also? Or just United States Senators?  ,0.31540272,0.06739675,0.08246227,0.2831367,0.028068235,0.034010828,0.35233548,0.17675021,,,,
Tell Me Again How Whites Are Serial Killers! ,0.6777893,0.56944156,0.5794362,0.56944555,0.5084623,0.31117237,0.4267609,0.8422688,,,,
"""How am I lying? The Israeli lawless courts are leftist Kritocracies and are working with the UN. Unable to fully block the law in Israel, they are working to ensure that the US and Eurabia are more hostile to Israel and Jews get cleansed""",0.37360558,0.37095764,0.5129217,0.4308677,0.21819621,0.13780418,0.31286398,0.74408776,,,,
Well sir!!! This is the year 2018 we don't need any goddamn white male proof! We just need some fucking whore to make an accusation!!,0.8742253,0.8420757,0.9235721,0.38628122,0.9559142,0.7407407,0.34713766,0.9047819,,,,
"""Not sure Americans would be to enamored with the idea of being slaves to jews, who think they're living gods. Christians god is very different than jews""",0.39230084,0.3208458,0.34566778,0.2162551,0.17565766,0.05583537,0.16402307,0.77025,,,,
I swear that all these virtue signallers have their fingers stuck so far and so firmly in their ears that their neural pathways don’t function correctly.,0.355017,0.10542816,0.2277796,0.30417296,0.102865905,0.13526346,0.19839554,0.12578255,,,,
Listen to this voice recording sessions where AWD members claim to be O9A satanists. Spread this gab around. ,0.29558796,0.19196658,0.44748726,0.3686359,0.11366191,0.08515228,0.24448484,0.12975967,,,,
"""I guess even your white laundry is racist, since you aren't suppose to wash whites with coloreds,""",0.44298556,0.48871782,0.7158383,0.33331534,0.42834347,0.15669581,0.15843672,0.85032,,,,
GOP Lawmakers Release BLISTERING VIDEO=> DNC and Deep State Hacks LIED TO FISA COURT to Spy on Trump Campaign! #LockThemUp ,0.16965903,0.08709668,0.20812126,0.3617106,0.08764585,0.048833445,0.4373177,0.12996492,,,,
Radical Islamic terrorist attacks for the week of Feb 3-9:  195 people murdered in 15 different countries.  #SundayMorning,0.28021416,0.48719713,0.43075275,0.32152092,0.2277655,0.074183576,0.76079684,0.7388442,,,,
#AusFam ,0.009024086,0.027189711,0.038348593,0.16578059,0.0569321,0.05154721,0.06446696,0.049438547,,,,
Sulfuric Acid Bath ,0.101391904,0.09780399,0.15385453,0.23134124,0.18132761,0.1388351,0.1685169,0.09611181,,,,
"""Pornography is a filthy tool by (((them)) to normalize miscegenation, homosexuality, and other degenerate perversions.""",0.6611312,0.6693082,0.80153054,0.3795884,0.7532383,0.7893632,0.23703012,0.81551325,,,,
"""The best ideology is to burn everything to the ground, or as I like to call it, postmodernism. """,0.37221906,0.24471402,0.23390776,0.4235765,0.18648288,0.14509164,0.72999257,0.23226868,,,,
"""""""Oppressed Minorities"""" are going after each other as of late. """,0.15451296,0.06603567,0.12834796,0.34130922,0.07254915,0.087227665,0.12431514,0.20474361,,,,
"""some bolshevik jew, because nehlen is shining light on jewish crimes. The jewish takeover of Russia got him talking""",0.37360558,0.4694645,0.44381177,0.43462697,0.3301572,0.15041274,0.43457133,0.7802626,,,,
"""every one knew that was obama's excuse to be able to arm and train isis members, his coreligionists.""",0.26132804,0.19943723,0.25126383,0.39848816,0.09256621,0.06920841,0.5260592,0.3343915,,,,
"""reading how they had Portuguese cloth certainly was a geographic astonishment, especially since the Portuguese colonized parts of southern Africa. I guess that's where the Indian beads and Chinese knick-knacks came from.""",0.112788886,0.04518681,0.07476274,0.38390148,0.037278675,0.052009262,0.066043094,0.23042516,,,,
She sure likes to paint the decapitation of White women.,0.5851118,0.24307433,0.3008196,0.71849096,0.30768013,0.47566533,0.21680905,0.480187,,,,
"""""""A Broken Media Is Wrong Twice A Day"""" """,0.074912034,0.03484991,0.050008945,0.3836198,0.04497469,0.07301627,0.084356695,0.0502626,,,,
The impetus for the new constitution was that the articles of confederation provided no federal taxing authority. Then states ratified it...,0.014160873,0.015588376,0.024864228,0.32076612,0.016188985,0.025785573,0.032581817,0.021219935,,,,
"""He moved one slot over, and people are totally clueless? That seems unlikely, but I am not going to question how you represent yourself.""",0.1024659,0.030680109,0.27395698,0.16635646,0.038408317,0.016753657,0.03244355,0.03744448,,,,
on alexjones.com/show today...Insurance companies admit they don't read or look at your doctors request for medical help...its all feed into a computer and the algorithms decide if you get the requested help.....The computer is actually named WATSON...after a German who used it to determine who would die in the concentration camps...cant make this up.,0.10892494,0.085559554,0.117208995,0.35035852,0.053991456,0.03451077,0.44455564,0.12204958,,,,
Why choose an artist that like to depict blacks killing whites,0.67902285,0.6291178,0.5819363,0.37296066,0.5039355,0.15830044,0.85304064,0.88025826,,,,
"""It's sad.  Leftists just have this gaping hole in their hearts where God once was.  To fill that hole, they worship the false god of Equality and lash out at anyone who disturbs their faith.""",0.35010305,0.26612642,0.44537055,0.36000144,0.16516417,0.30257353,0.19608176,0.4528211,,,,
Mansour: Olympic Gold Medal for Sucking Up to a Murderous Totalitarian Regime Goes to anti-US marxist #CNN http://bit.ly/2El8874 Same ideology Zucker & his filth propagates in US #tcot #pjnet #maga #lnyhbt #wakeupamerica #molonlabe,0.44805592,0.34367657,0.4530618,0.4280014,0.4401095,0.57183534,0.53095025,0.43030548,,,,
"""American commercials/advertising are trash. Partly because of how expensive airtime is, but also because of the attention-span and ambient IQ/EQ of the average citizen.""",0.5535644,0.1954755,0.660731,0.27623865,0.15022996,0.022082675,0.059014138,0.3366196,,,,
"""The jews spread that rumor that he was a pagan, among all the other false rumors of him.  For this reason, they wanted surviving christians to disassociate themselves from him as much as possible, even though his cause was for the very sake of preserving christianity.""",0.33600304,0.20284374,0.25925985,0.29419354,0.12630914,0.096526854,0.0891662,0.6876562,,,,
This sack of shit needs to be RICO'd ASAP. ,0.88651687,0.76387507,0.8453147,0.3462824,0.96161646,0.23721859,0.55192566,0.35934687,,,,
"""Every time I can't believe it possible to say something even stupider, she opens her mouth and proves me wrong... """,0.7464593,0.47955284,0.895227,0.43348047,0.6211826,0.2910048,0.15540275,0.26245457,,,,
https://www.youtube.com/watch?v=yLL3O1ofgWM   Stop funding left wing propaganda,0.14597784,0.030560808,0.08239832,0.31260797,0.023943998,0.03500512,0.07220804,0.091048375,,,,
"""https://www.washingtonpost.com/news/on-leadership/wp/2018/02/13/bill-and-melinda-gates-take-on-tough-questions-about-their-giving/?utm_term=.1c29a76736fa This fucking priceless piece the philanthropic power pair are trying a different format, marking the 10-year milestone of when the Microsoft founder""",0.46457416,0.41781834,0.48524135,0.36934784,0.8052676,0.21844089,0.115787424,0.19091304,,,,
"""Oh, by the way, why does a Cornell grad misuse your versus you're?""",0.10300289,0.014966314,0.03012467,0.21431275,0.01497717,0.022340456,0.061633274,0.025110614,,,,
Imagine those hands giving you a hand job. Yikes,0.08367105,0.12989299,0.39202335,0.5360795,0.160927,0.19937158,0.23998918,0.13059562,,,,
"""Seems like most gab users are racist virgins .Don't get me wrong i love racism but why saying racist stuff here in this live topic """"valenite day""""?😧""",0.5958905,0.37729752,0.6259522,0.37539217,0.33540425,0.2842484,0.114445776,0.74381256,,,,
Just look at the Middle East... One race... They kill each other over what descendant they think is the new prophet... If everyone was One race they kill each other over eye color and hair color,0.50743616,0.47029123,0.2808659,0.4273815,0.28869224,0.07522814,0.8475978,0.6350989,,,,
"""(2) when we reach retirement age, the Social Security folks have us up and tally every penny we ever deposited, what our employers ever deposited, and from that derive what our stipend will be, they DO NOT take into account the fact their amoral spending has inflated the currency 1000% over these 40 years past.  """,0.1423886,0.023722041,0.1134012,0.29101452,0.018106524,0.019392407,0.047558945,0.04622428,,,,
VIGILANTE HERO LOCKED AWAY FOR LIFE! ,0.06252546,0.27386278,0.44963443,0.37589324,0.21826492,0.096663326,0.25080717,0.41639784,,,,
"""Ohhhhh I get it. Christ said """"thou shalt open thy heart, thy borders, and thine buttholes for brown people or else thou is the worst sin of all, a racist.""""""",0.630413,0.5740605,0.74784607,0.51195514,0.4178099,0.6137817,0.26500186,0.7966962,,,,
"""what do you think of the concept of the Bible being a guide written by our ancestors on how to behave and remain strong? I mean if you take out some of the magic and wizardry...it basically says “Jews are bad, they’re evil money lenders, don’t trust them, they killed our homie, here’s ten things they will try to get you to do so don’t do them bro�?"",0.5031149,0.5379092,0.585598,0.3513814,0.34699726,0.14023082,0.6355296,0.8087574
1088,,,,,jews are always up to their dirty tricks... ,0.7699882,0.67385346,0.80613285,0.35912672,0.6222302,0.19663513,0.13077496,0.92455935
1089,,,,,#2A #Guns #FloridaShooting,0.12051678,0.077686384,0.12395484,0.20973697,0.08725866,0.07945316,0.17696424,0.15633202
1090,,,,,Quite a few Asians sneak into USA from northern Canadian border so that is the likely possibility.,0.112144895,0.087982155,0.14688157,0.3330753,0.07158265,0.053165477,0.121572204,0.3644633
1091,,,,,Omg. The media again. “How does it feel to treat ppl under these circumstances?�?Oh its a great opportunity you dumb fluff! #FloridaShooting,0.5958905,0.43202236,0.89493024,0.37054098,0.5007736,0.09013251,0.14903654,0.31080917
1092,,,,,Translation = Anyone I don't agree with is a Jewish agent. ,0.33081788,0.23914059,0.3123189,0.3439344,0.23927042,0.14436358,0.114317745,0.60171574
1093,,,,,""Remember the Left's 'Chicken Little' lie project of the 1990s - """"""""Peak Oil""""""""! US poised to become the world's biggest oil producer!! """"""",0.20522906,0.043517508,0.3196337,0.3074644,0.028294131,0.01266124,0.025072567,0.10834683,,,,
"""Because a lot of these people have been on psychotropic drugs their whole lives to cure conditions an ass beating used to solve and reared in a clown world full of moral decay and societal rot. I'm surprised more don't snap, actually. Liberal Postmodernism and open borders is social engineering gone horribly wrong.""",0.44805592,0.4066397,0.692163,0.3297037,0.6222302,0.6282034,0.564375,0.2082011,,,,
In reality though he profited massively from Trump and the free advertisement he gave them. If ever they decide that they will get rid of him then Twitter will truly die.,0.19716066,0.18093738,0.2779068,0.36618838,0.089561,0.028704261,0.82345974,0.10671251,,,,
Kink shaming is the best gift one can give a thot.,0.3983115,0.34858525,0.3553727,0.46633,0.50378793,0.49774766,0.2548675,0.24736926,,,,
How many white parents are going to send their kids into theaters filled with angry militant nogs? Good luck breaking all those box office records #blackpanther,0.46457416,0.32260808,0.53160435,0.34519485,0.40789706,0.19787908,0.27749318,0.7403099,,,,
"""into this country in order for their party to cheat and win elections i told her she and the entire dem party are complicit to every murder  enacted by their illegals , i told her to go back to being an american like she and the dem party were in the early nineties before they all got brain washed by scum like obama""",0.62792164,0.68070185,0.91328144,0.41863537,0.6993957,0.24750973,0.5688226,0.69922227,,,,
Bingo.  ,0.004425273,0.008538545,0.018058602,0.19840495,0.010599481,0.018134441,0.02942522,0.028056093,,,,
FLORIDA  suspect zombie like and needing proper up https://www.infowars.com/video-florida-school-shooter-appears-before-court/,0.08850401,0.16139661,0.52109516,0.39119858,0.11851259,0.042576924,0.25025818,0.18152158,,,,
"""#AntifaFaggot UNC Professor Dwayne Dixon, charged with two misdemeanors for bringing a semi-automatic rifle to a rumored KKK rally. He will be charged with causing the death of Heather Heyer at CVille as well.The faggot's email is dedixon@email.unc.edu """,0.6221407,0.7638582,0.8366738,0.45466188,0.83350897,0.39412993,0.82345974,0.86118513,,,,
"""b'awwwwww you must be used to your low T hubby bending over for you, and now because of his lack of discipline, youre terrorizing me  youre lucky i dont live in tel aviv among you jewish peasants""",0.5026305,0.7019877,0.76974386,0.6343643,0.6685897,0.41207978,0.56209517,0.8629127,,,,
Just got home. What the fuck happened today? ,0.62792164,0.6796651,0.5885049,0.39790317,0.95691276,0.4784709,0.09892953,0.1686712,,,,
Were there two or more shooters at the Florida High School? Why does the media immediately link this guy to Trump and 'white supremacy' but ignore all his social media activity concerning middle-eastern militants? Or possible Antifa associations? Or all the red flags?  #Florida,0.28874767,0.13175598,0.34616983,0.42495373,0.06130809,0.041985385,0.2709235,0.48008618,,,,
Unrelatedly... has Rosie O'Donell been arrested on federal bribery charges yet? ,0.054534122,0.05242774,0.069720656,0.36491612,0.035145953,0.04580931,0.34088093,0.052375916,,,,
WHY DID YOU VOTE DEMORAT  LMFAO,0.44805592,0.26685244,0.30841056,0.47988975,0.31376523,0.34430054,0.3191868,0.13293248,,,,
"""You need to add one about Obama being the only president to use his magic pen to sign an executive order allowing himself to use drones to Kill Americans without due process, oversight or even admittance AFTER the fact!""",0.40636617,0.48661783,0.39914823,0.33429486,0.2254669,0.095092714,0.91350174,0.45105404,,,,
"""You're right about that, Bro. 'Nam was also a waste of blood & treasure. The Ford Motor Co. sold and built the largest truck factory in the world in Russia during that war. They were driving truck-loads of supplies down the Ho Chi Minh Trail for years in trucks built in that Russian plant. Who's profiting?""",0.11600884,0.041091267,0.13949797,0.34644735,0.025339335,0.027775874,0.09932829,0.09380923,,,,
I'm starting a new religion which posits the Aryan race as God's Chosen. Why would God choose the Jews over the Aryans anyway? Never mind all that ancient pseudo-science and psy-op. God created us through evolution with DNA. We worship ourselves and our ancestors who made us possible. Join Us.,0.31682462,0.4391173,0.4892261,0.4841177,0.33686534,0.227352,0.32734525,0.7462303,,,,
That's a failure on the FBI. They do the background checks. Hmmm .........,0.09870692,0.05121024,0.29834902,0.33899134,0.030739725,0.016955113,0.044276707,0.09969478,,,,
Your pics aren’t triggering enough. How about I send pics of dead whites killed by shitskins. That’ll teach me.  You need to escalate.,0.68288773,0.7597249,0.80730855,0.49770272,0.8262696,0.4663149,0.860027,0.89767355,,,,
#NoMoreGoatShaggers ,0.31650472,0.14080966,0.23571225,0.20833315,0.1920014,0.09436878,0.19174853,0.31338048,,,,
"""I interviewed the local Catholic school principal, a nun, loved her and never looked back. With vouchers, they could increase the price and thrive. Instead, they hang on by a thread even with full classrooms. It disgusts me that the public school gets $14,000 per student, and $4,000 at the Catholic school.""",0.16827796,0.1852284,0.2480143,0.40164778,0.14371651,0.067411646,0.344298,0.34293675,,,,
I wonder when we'll see similar indictments for former US government personnel as a result of their interference in foreign elections. ,0.045778666,0.011097943,0.028034877,0.27210024,0.009460581,0.016419234,0.029962357,0.037986424,,,,
"""Romney is remembered for the Obamacare prototype, for not fighting Gay Marriage, Speaking in front of Planned Parenthood, Being part of the Vulture Capital firm Bain, that destroyed companies and US Jobs with debt, and showing contempt for both the poor and the Deplorables.""",0.034791227,0.000617434,0.003247607,0.19898883,0.000205007,0.041339166,0.000813817,0.000366586,,,,
What an f'ing joke. Waste of taxpayer $$ in the worst way.,0.452012,0.32483414,0.660731,0.25314957,0.56724906,0.17756008,0.061730724,0.07502654,,,,
Thanks John for the hell hole you made of ohio...bedbug epidemic (cant be reversed)..undrinkable water..Somali/muslims spreading desease..3rd world roads...more people on food stamps than people who work (called an upside down state) spent half a million dollars of Ohio State Troopers for your presidential security Did you pay that back yet?????,0.44298556,0.40850875,0.5158772,0.4264912,0.40911204,0.24410766,0.19544926,0.61589235,,,,
LIES ! BS & Hilary along w/Islamocrats rigged our elections . Once a Liar always a liar .Trust the govt ??? NEVER!,0.6237118,0.4815956,0.88680255,0.3780142,0.39942676,0.059578918,0.18670517,0.58523935,,,,
*To that Bustle article in the picture* You mean the part where they have to isolate themselves from the rest of Africa to be a functioning society?,0.13565879,0.0657284,0.12882884,0.25740203,0.092749,0.06294837,0.058985353,0.22055723,,,,
Draining any sympathy I had for your Great Britain...  #Chant #BEmuslimTOO  ,0.2995453,0.061009433,0.0834135,0.3540531,0.070742264,0.042220186,0.12107818,0.20727961,,,,
I used to eat at Sambos resturant. Had a wall painted with a little niglett being stalked by a Tiger. I loved it.,0.37647265,0.3271291,0.44422296,0.5666103,0.43198493,0.22213075,0.44900233,0.5416575,,,,
